,Code AGB,Code CIQUAL,Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,LCI Name,Agriculture,Transformation,Emballage,Transport,Supermarché et distribution,Consommation,Total
1171,19535,19535,lait et produits laitiers,produits laitiers frais et assimilés,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré","Dairy drink or fermented milk or yogurt, with fruits, with sugar",1.0464698,0.16364051,0.18422242,0.2340023,0.037393191,0.0066875618,1.6724157828
1172,19538,19538,lait et produits laitiers,produits laitiers frais et assimilés,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei","Dairy drink or fermented milk or yogurt, plain, with sugar, with L Casei",1.0464698,0.16364051,0.18422242,0.2340023,0.037393191,0.0066875618,1.6724157828
1173,12021,12021,lait et produits laitiers,fromages,Brie de Meaux,"Brie de Meaux cheese, from cow's milk",4.3211643,0.27020143,0.26266115,0.21150363,0.03557378,0.0066875618,5.107791851800001
1174,12022,12022,lait et produits laitiers,fromages,Brie de Melun,"Brie de Melun cheese, from cow's milk",4.3781965,0.26706996,0.26266115,0.21150363,0.03557378,0.0066875618,5.1616925818
1175,12020,12020,lait et produits laitiers,fromages,"Brie, sans précision","Brie cheese, from cow's milk",4.4912627,0.26080701,0.26266115,0.21150363,0.03557378,0.0066875618,5.2684958318
1176,12006,12006,lait et produits laitiers,fromages,Camembert au lait cru,"Camembert cheese, from cow's milk, from raw milk",4.456254,0.26259642,0.26266115,0.21150363,0.03557378,0.0066875618,5.2352765418
1177,12001,12001,lait et produits laitiers,fromages,"Camembert, sans précision","Camembert cheese, from cow's milk",4.456254,0.26259642,0.26266115,0.21150363,0.03557378,0.0066875618,5.2352765418
1178,12722,12722,lait et produits laitiers,fromages,Cantal entre-deux,"Cantal cheese, half matured, from cow's milk",4.9700701,0.42112177,0.26266115,0.21150363,0.03557378,0.0066875618,5.9076179918
1179,12723,12723,lait et produits laitiers,fromages,"Cantal, Salers ou Laguiole","Cantal, Salers or Laguiole cheese, from cow's milk",5.0231102,0.41560145,0.26266115,0.21150363,0.03557378,0.0066875618,5.9551377718
1180,12025,12025,lait et produits laitiers,fromages,Carré de l'Est,"Carré de l'Est cheese, from cow's milk",4.2616204,0.2733329,0.26266115,0.21150363,0.03557378,0.0066875618,5.051379421799999
1181,12830,12830,lait et produits laitiers,fromages,Chabichou (fromage de chèvre),"Chabichou cheese, from goat's milk",6.0613288,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618,6.8717285318
1182,12028,12028,lait et produits laitiers,fromages,Chaource,"Chaource cheese, from cow's milk",4.1645447,0.29301645,0.26266115,0.21150363,0.03557378,0.0066875618,4.9739872717999996
1183,12726,12726,lait et produits laitiers,fromages,Cheddar,"Cheddar cheese, from cow's milk",5.3517794,0.38405675,0.26266115,0.21150363,0.03557378,0.0066875618,6.2522622718
1184,19689,19689,lait et produits laitiers,produits laitiers frais et assimilés,"Cheesecake ou Gâteau au fromage frais, rayon frais","Cheesecake, refrigerated",2.1954947,0.24879886,0.18576838,0.20524294,0.037393191,0.0066875618,2.8793856328
1185,12846,12846,lait et produits laitiers,fromages,Chevrot (fromage de chèvre),"Chevrot cheese, from goat's milk",5.4699796,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618,6.2803793318
1186,39216,39216,lait et produits laitiers,produits laitiers frais et assimilés,"Clafoutis aux fruits, rayon frais","Fruits batter-pudding, refrigerated",1.0608021,0.27917517,0.18576698,0.22957127,0.037393191,0.0066875618,1.7993962728
1187,12110,12110,lait et produits laitiers,fromages,Comté,"Comté cheese, from cow's milk",5.3937181,0.37932504,0.26266115,0.21150363,0.03557378,0.0066875618,6.2894692618
1188,12010,12010,lait et produits laitiers,fromages,Coulommiers,"Coulommiers cheese, from cow's milk",4.7049818,0.24828111,0.26266115,0.21150363,0.03557378,0.0066875618,5.469689031799999
1189,39211,39211,lait et produits laitiers,produits laitiers frais et assimilés,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais","Custard cream with eggs (a small jar of chocolate or vanilla cream or other flavour), refrigerated",1.2872841,1.8973395,0.18574567,0.22700349,0.037393191,0.0066875618,3.6414535128000005
1190,39213,39213,lait et produits laitiers,produits laitiers frais et assimilés,"Crème brûlée, rayon frais","Caramelized custard cream (crème brûlée), refrigerated",1.2536646,0.2318044,0.18574567,0.20076953,0.037393191,0.0066875618,1.9160649528
1191,39209,39209,lait et produits laitiers,produits laitiers frais et assimilés,"Crème caramel, rayon frais","Custard cream with caramel sauce, refrigerated",1.1683709,0.18764837,0.18574567,0.21146567,0.037393191,0.0066875618,1.7973113628
1192,19420,19420,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème chantilly, sous pression, UHT","Whipped cream or Chantilly cream, under pressure, UHT",1.2600488,0.14020165,0.18793357,0.10778595,0.017573462,0,1.7135434320000003
1193,19431,19431,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais","Thick cream, light, 15-20% fat, refrigerated",2.0184392,0.12934822,0.18055336,0.18416821,0.03557378,0.0066875618,2.554770331800001
1194,19430,19430,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT","Liquid cream, light, 15-20% fat, UHT",2.0184392,0.12934822,0.18055336,0.10251094,0.015765328,0,2.4466170480000007
1195,19410,19410,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème de lait, 30% MG, épaisse, rayon frais","Thick cream 30% fat, refrigerated",3.1397943,0.12934822,0.18055336,0.18416821,0.036149489,0.0066875618,3.6767011408000005
1196,19415,19415,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème de lait, 30% MG, semi-épaisse, UHT","Liquid cream 30% fat, UHT",3.1397943,0.12934822,0.18055336,0.10251094,0.015765328,0,3.5679721480000004
1197,39214,39214,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert à la vanille, appertisée","Custard dessert, vanilla, canned",0.97562944,0.19370167,0.18375262,0.12684065,0.017320377,0.0066875618,1.5039323188
1198,39229,39229,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert à la vanille, rayon frais","Custard dessert, vanilla, refrigerated",0.97562944,0.19370167,0.18574567,0.20620589,0.037393191,0.0066875618,1.6053634227999998
1199,39246,39246,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert au café, rayon frais","Custard dessert, coffee, refrigerated",0.97562944,0.19370167,0.18574567,0.20620589,0.037393191,0.0066875618,1.6053634227999998
1200,39247,39247,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert au caramel, rayon frais","Custard dessert, caramel, refrigerated",0.97562944,0.19370167,0.18574567,0.20620589,0.037393191,0.0066875618,1.6053634227999998
1201,39506,39506,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert au chocolat, appertisée","Custard dessert, chocolate, canned",1.3880241,1.6011181,0.18375262,0.15229994,0.017320377,0.0066875618,3.3492026987999997
1202,39200,39200,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert au chocolat, rayon frais","Custard dessert, chocolate, refrigerated",1.3880241,1.6011181,0.18574567,0.23166517,0.037393191,0.0066875618,3.4506337928
1203,19673,19673,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert, allégée en MG, rayon frais","Custard dessert, reduced fat, refrigerated",0.97562944,0.19370167,0.18574567,0.20620589,0.037393191,0.0066875618,1.6053634227999998
1204,39710,39710,lait et produits laitiers,produits laitiers frais et assimilés,Crème pâtissière,Pastry cream or custard,0.84592096,0.18637582,0.10430845,0.21684153,0.037393191,0.0066875618,1.3975275128
1205,12834,12834,lait et produits laitiers,fromages,Crottin de Chavignol (fromage de chèvre),"Crottin de Chavignol cheese, from goat's milk",6.0613288,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618,6.8717285318
1206,12832,12832,lait et produits laitiers,fromages,"Crottin de chèvre, au lait cru","Crottin cheese, from goat's milk, from raw milk",7.0961898,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618,7.906589531800001
1207,12833,12833,lait et produits laitiers,fromages,"Crottin de chèvre, sans précision","Crottin cheese, from goat's milk",7.0961898,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618,7.906589531800001
1208,20911,20911,lait et produits laitiers,produits laitiers frais et assimilés,"Dessert au soja aromatisé, rayon frais","Soy dessert, flavoured, refrigerated",0.15352625,0.24368346,0.18574567,0.23115032,0.037393191,0.0066875618,0.8581864528
1209,19692,19692,lait et produits laitiers,produits laitiers frais et assimilés,"Dessert au soja, aux fruits, rayon frais","Soy dessert, w fruits, refrigerated",0.15352625,0.24368346,0.18574567,0.23115032,0.037393191,0.0066875618,0.8581864528
1210,19693,19693,lait et produits laitiers,produits laitiers frais et assimilés,"Dessert au soja, nature, rayon frais","Soy dessert, plain, refrigerated",0.13096796,0.25494385,0.18574567,0.20907781,0.037393191,0.0066875618,0.8248160428000001
1211,12729,12729,lait et produits laitiers,fromages,Edam,"Edam cheese, from cow's milk",5.0089587,0.41639006,0.26266115,0.21150363,0.03557378,0.0066875618,5.9417748818
1212,12115,12115,lait et produits laitiers,fromages,Emmental ou emmenthal,"Emmental cheese, from cow's milk",5.2846775,0.38957707,0.26266115,0.21150363,0.03557378,0.0066875618,6.1906806918
1213,12118,12118,lait et produits laitiers,fromages,Emmental ou emmenthal râpé,"Emmental cheese, grated, from cow's milk",5.3188116,0.3864226,0.26266115,0.21150363,0.03557378,0.0066875618,6.221660321800001
1214,12038,12038,lait et produits laitiers,fromages,Époisses,"Époisses cheese, from cow's milk",4.2548698,0.27378026,0.26266115,0.21150363,0.03557378,0.0066875618,5.0450761818
1215,19641,19641,lait et produits laitiers,produits laitiers frais et assimilés,"Faisselle, 6% MG environ","Drained soft fresh cheese, around 6% fat",4.445018,0.26349113,0.18055336,0.21150363,0.03557378,0.0066875618,5.1428274618000005
1216,12061,12061,lait et produits laitiers,fromages,Feta de brebis,"Feta cheese, from ewe's milk",4.7479417,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618,5.5583414318
1217,19674,19674,lait et produits laitiers,produits laitiers frais et assimilés,"Flan aux œufs, rayon frais","Flan with eggs, refrigerated",1.1191923,0.21421965,0.1857632,0.20349574,0.037393191,0.0066875618,1.7667516427999999
1218,12121,12121,lait et produits laitiers,fromages,Fontina,"Fontina cheese, from cow's milk",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.0066875618,5.224935251800001
1219,12522,12522,lait et produits laitiers,fromages,Fourme d'Ambert,"Fourme d'Ambert cheese, from cow's milk",4.7213535,0.24783376,0.26266115,0.21150363,0.03557378,0.0066875618,5.4856133817999995
1220,12519,12519,lait et produits laitiers,fromages,Fourme de Montbrison,Fourme de Montbrison cheese,4.8321434,0.24157081,0.26266115,0.21150363,0.03557378,0.0066875618,5.5901403318
1221,12705,12705,lait et produits laitiers,fromages,Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG,"Firm cheese, around 14% fat, Maasdam-type cheese, reduced fat",4.5065019,0.46607297,0.26266115,0.21150363,0.03557378,0.0066875618,5.4890009918
1222,12741,12741,lait et produits laitiers,fromages,Fromage à pâte ferme environ 27% MG type Maasdam,"Firm cheese, around 27% fat, Maasdam-type cheese",4.8740373,0.42900795,0.26266115,0.21150363,0.03557378,0.0066875618,5.8194713718
1223,12047,12047,lait et produits laitiers,fromages,"Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)","Soft-ripened washed-rind cheese, from pasteurised milk (Vieux pané-type cheese)",4.6508876,0.25141259,0.26266115,0.21150363,0.03557378,0.0066875618,5.4187263117999995
1224,12008,12008,lait et produits laitiers,fromages,Fromage à pâte molle double crème environ 30% MG,"Soft-ripened cheese, double cream, around 30% fat",4.5420937,0.25812289,0.26266115,0.21150363,0.03557378,0.0066875618,5.316642711799999
1225,12003,12003,lait et produits laitiers,fromages,Fromage à pâte molle et croûte fleurie (type camembert),Soft-ripened cheese with bloomy rind (Camembert-type cheese),4.6720139,0.25051788,0.26266115,0.21150363,0.03557378,0.0066875618,5.438957901799999
1226,12035,12035,lait et produits laitiers,fromages,"Fromage à pâte molle et croûte lavée, allégé environ 13% MG","Soft-ripened washed-rind cheese, reduced fat, around 13% fat",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.0066875618,5.224935251800001
1227,12050,12050,lait et produits laitiers,fromages,Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée,"Soft -ripened washed, bloomy and coloured rind cheese",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.0066875618,5.224935251800001
1228,12033,12033,lait et produits laitiers,fromages,Fromage à pâte molle triple crème environ 40% MG,"Soft-ripened cheese, triple cream, around 40% fat",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.0066875618,5.224935251800001
1229,12116,12116,lait et produits laitiers,fromages,"Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse","Hard cheese, emmental-type cheese, reduced fat",5.3188116,0.3864226,0.26266115,0.21150363,0.03557378,0.0066875618,6.221660321800001
1230,19644,19644,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage blanc nature, 0% MG","Fresh cream cheese, plain, fat free",1.0765009,0.12934822,0.18055336,0.18416821,0.03557378,0.0066875618,1.6128320318
1231,19646,19646,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage blanc nature, 3% MG environ","Fresh cream cheese, plain, around 3% fat",1.3007719,0.12934822,0.18055336,0.18416821,0.03557378,0.0066875618,1.8371030318
1232,19649,19649,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage blanc nature, gourmand, 8% MG environ","Fresh cream cheese, plain, creamy, around 8% fat",1.6708191,0.12934822,0.18055336,0.18416821,0.03557378,0.0066875618,2.2071502318
1233,19659,19659,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage blanc ou spécialité laitière, aux fruits, sucré, gourmand, 7% MG environ","Fresh cream cheese, with fruits, creamy, with sugar, around 7% fat",0.85497248,0.16659573,0.18574567,0.20621948,0.037393191,0.0066875618,1.4576141128000002
1234,12520,12520,lait et produits laitiers,fromages,Fromage bleu au lait de vache,"Blue cheese, from cow's milk",4.5845034,0.25543877,0.26266115,0.21150363,0.03557378,0.0066875618,5.3563682918
1235,12521,12521,lait et produits laitiers,fromages,Fromage bleu d'Auvergne,"Auvergne blue cheese, from cow's milk",4.7151412,0.24783376,0.26266115,0.21150363,0.03557378,0.0066875618,5.4794010818
1236,12527,12527,lait et produits laitiers,fromages,Fromage bleu de Bresse,"Bresse blue cheese, from cow's milk",4.5845034,0.25543877,0.26266115,0.21150363,0.03557378,0.0066875618,5.3563682918
1237,12528,12528,lait et produits laitiers,fromages,Fromage bleu de Bresse allegé environ 15% MG,"Bresse blue cheese, from cow's milk, reduced fat, around 15% fat",4.3014958,0.27109614,0.26266115,0.21150363,0.03557378,0.0066875618,5.0890180618
1238,12523,12523,lait et produits laitiers,fromages,Fromage bleu des Causses,"Causses blue cheese, from cow's milk",4.7352584,0.24693905,0.26266115,0.21150363,0.03557378,0.0066875618,5.4986235718000005
1239,12824,12824,lait et produits laitiers,fromages,Fromage de brebis à pâte molle et croûte fleurie,"Soft ripened cheese with bloomy rind, from ewe's milk, Camembert-type cheese",4.7479417,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618,5.5583414318
1240,12827,12827,lait et produits laitiers,fromages,Fromage de brebis à pâte pressée,"Semi-hard cheese, from ewe's milk",3.9373469,0.38642648,0.26266115,0.21150363,0.03557378,0.0066875618,4.8401995018
1241,12762,12762,lait et produits laitiers,fromages,Fromage de brebis Corse à pâte molle,"Corsica soft ripened cheese, from ewe's milk",7.5175743,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618,8.327974031799998
1242,12747,12747,lait et produits laitiers,fromages,Fromage de brebis des Pyrénées,"Pyrénées cheese, from ewe's milk",4.4855436,0.31387294,0.26266115,0.21150363,0.03557378,0.0066875618,5.315842661799999
1243,12820,12820,lait et produits laitiers,fromages,Fromage de chèvre à pâte molle et croûte fleurie type camembert,"Soft-ripened cheese with bloomy rind, from goat's milk, Camembert-type cheese",6.8005152,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618,7.610914931800001
1244,12814,12814,lait et produits laitiers,fromages,"Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé","Soft-ripened cheese, from goat's milk, from pasteurised milk",6.8005152,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618,7.610914931800001
1245,12812,12812,lait et produits laitiers,fromages,Fromage de chèvre bûche,"Cheese, buche, from goat's milk",4.8786305,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618,5.6890302317999994
1246,12813,12813,lait et produits laitiers,fromages,"Fromage de chèvre bûche, allégé en matière grasse","Cheese, buche, from goat's milk, light",5.396061,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618,6.206460731800001
1247,12810,12810,lait et produits laitiers,fromages,Fromage de chèvre demi-sec,"Cheese, semi-dry, from goat's milk",5.1088246,0.40693074,0.26266115,0.21150363,0.03557378,0.0066875618,6.0321814618
1248,12804,12804,lait et produits laitiers,fromages,"Fromage de chèvre frais, au lait cru (type palet ou crottin frais)","Cheese, from goat's milk, fresh, from raw milk",4.3612,0.29397361,0.26266115,0.21150527,0.03557378,0.0066875618,5.1716013718
1249,12800,12800,lait et produits laitiers,fromages,"Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche)","Cheese, from goat's milk, fresh, from pasteurised milk",5.396061,0.29397361,0.26266115,0.21150527,0.03557378,0.0066875618,6.206462371800001
1250,12805,12805,lait et produits laitiers,fromages,"Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche)","Cheese, from goat's milk, fresh",4.9525491,0.29397361,0.26266115,0.21150527,0.03557378,0.0066875618,5.7629504718
1251,12803,12803,lait et produits laitiers,fromages,"Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure)","Cheese, from goat's milk",5.396061,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618,6.206460731800001
1252,12801,12801,lait et produits laitiers,fromages,"Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)","Cheese, from goat's milk, from raw milk",5.6178169,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618,6.428216631800001
1253,12802,12802,lait et produits laitiers,fromages,"Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin)","Cheese, from goat's milk, from pasteurised milk",5.396061,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618,6.206460731800001
1254,12815,12815,lait et produits laitiers,fromages,Fromage de chèvre sec,"Cheese, dry, from goat's milk",4.93331,0.29810043,0.26266115,0.21150363,0.03557378,0.0066875618,5.7478365518
1255,12320,12320,lait et produits laitiers,fromages,"Fromage fondu double crème, environ 31% MG","Processed cheese, double cream, around 31% fat",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.0066875618,5.224935251800001
1256,12310,12310,lait et produits laitiers,fromages,Fromage fondu en portions ou en cubes environ 20% MG,"Processed cheese, around 20% fat, in wedges or cubes",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.0066875618,5.224935251800001
1257,12300,12300,lait et produits laitiers,fromages,Fromage fondu en tranchettes,"Processed cheese, in slices",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.0066875618,5.224935251800001
1258,19667,19667,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage frais type petit suisse, aromatisé aux fruits, 2-3% MG, enrichi en calcium et vitamine D","Petit-Suisse, fresh cream cheese type, fruits flavoured, 2-3% fat, fortified with calcium and vitamin D",1.2671313,0.12934822,0.18055336,0.18416821,0.03557378,0.0066875618,1.8034624317999999
1259,19661,19661,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage frais type petit suisse, aux fruits, 2-3% MG","Petit-Suisse, fresh cream cheese type, with fruits, 2-3% fat",1.2671313,0.12934822,0.18055336,0.18416821,0.03557378,0.0066875618,1.8034624317999999
1260,19662,19662,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D","Petit-Suisse, fresh cream cheese type, with fruits, 2-3% fat, fortified with calcium and vitamin D",1.2671313,0.12934822,0.18055336,0.18416821,0.03557378,0.0066875618,1.8034624317999999
1261,19663,19663,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage frais type petit suisse, nature, 0% MG","Petit-Suisse, fresh cream cheese type, plain, fat free",1.0765009,0.12934822,0.18055336,0.18416821,0.03557378,0.0066875618,1.6128320318
1262,19666,19666,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage frais type petit suisse, nature, 10% MG environ","Petit-Suisse like fresh cream cheese, plain, around 9% fat",1.8165953,0.12934822,0.18055336,0.18416821,0.03557378,0.0066875618,2.3529264318000003
1263,19664,19664,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage frais type petit suisse, nature, 4% MG environ","Petit-Suisse, fresh cream cheese type, plain, around 4% fat",1.3680532,0.12934822,0.18055336,0.18416821,0.03557378,0.0066875618,1.9043843318
1264,12009,12009,lait et produits laitiers,fromages,Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse,"Soft-ripened round cheese with bloomy rind, 5 to 11% fat, Camembert-type cheese, reduced fat",4.1848973,0.27825379,0.26266115,0.21150363,0.03557378,0.0066875618,4.9795772118
1265,12012,12012,lait et produits laitiers,fromages,Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,"Soft-ripened round cheese with bloomy rind, around 11% fat, Coulommiers-type cheese, reduced fat",4.234349,0.27512232,0.26266115,0.21150363,0.03557378,0.0066875618,5.025897441800001
1266,12013,12013,lait et produits laitiers,fromages,Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,"Soft-ripened round cheese with bloomy rind, around 5% fat, Camembert-type cheese, reduced fat",4.2616204,0.2733329,0.26266115,0.21150363,0.03557378,0.0066875618,5.051379421799999
1267,12060,12060,lait et produits laitiers,fromages,"Fromage type feta, au lait de vache",Feta-type cheese from cow's milk,4.3659961,0.26796466,0.26266115,0.21150363,0.03557378,0.0066875618,5.1503868818
1268,12063,12063,lait et produits laitiers,fromages,"Fromage type feta, au lait de vache, à l'huile et aux aromates","Feta-type cheese from cow's milk, in oil and spices",4.3659961,0.26796466,0.26266115,0.21150363,0.03557378,0.0066875618,5.1503868818
1269,39234,39234,lait et produits laitiers,produits laitiers frais et assimilés,"Gâteau au chocolat, cœur fondant, rayon frais","Chocolate cake w melting centre, refrigerated",2.9719473,4.4803743,0.18575862,0.25712602,0.037393191,0.0066875618,7.9392869928
1270,23536,23536,lait et produits laitiers,produits laitiers frais et assimilés,"Gâteau de riz au caramel, rayon frais","Rice pudding w caramel sauce, refrigerated",0.99746779,0.17641885,0.18574567,0.22626312,0.037393191,0.0066875618,1.6299761828
1271,39232,39232,lait et produits laitiers,produits laitiers frais et assimilés,"Gâteau de riz, appertisé","Rice pudding, canned",1.0672206,0.17103321,0.18375262,0.1510376,0.017320377,0.0066875618,1.5970519688
1272,23534,23534,lait et produits laitiers,produits laitiers frais et assimilés,"Gâteau de semoule aux raisins et caramel, rayon frais","Semolina pudding, with raisins and caramel sauce, refrigerated",0.86169509,0.18838735,0.18574567,0.2078398,0.037393191,0.0066875618,1.4877486627999998
1273,23535,23535,lait et produits laitiers,produits laitiers frais et assimilés,"Gâteau de semoule, appertisé","Semolina pudding, canned",0.95316766,0.21119694,0.18375262,0.12837321,0.017320377,0.0066875618,1.5004983687999998
1274,12524,12524,lait et produits laitiers,fromages,Gorgonzola,"Gorgonzola cheese, from cow's milk",4.4738705,0.26170172,0.18055336,0.21150363,0.03557378,0.0066875618,5.1698905518
1275,12736,12736,lait et produits laitiers,fromages,Gouda,"Gouda cheese, from cow's milk",5.0334827,0.41402421,0.26266115,0.21150363,0.03557378,0.0066875618,5.963933031800001
1276,12123,12123,lait et produits laitiers,fromages,Grana Padano,"Grana Padano cheese, from cow's milk",5.2367284,0.39430877,0.26266115,0.21150363,0.03557378,0.0066875618,6.1474632918
1277,12114,12114,lait et produits laitiers,fromages,Gruyère,"Gruyere cheese, from cow's milk",5.3571395,0.38326813,0.26266115,0.21150363,0.03557378,0.0066875618,6.2568337517999995
1278,12113,12113,lait et produits laitiers,fromages,Gruyère IGP France,"Gruyere cheese, France, Protected Geographical Indication, from cow's milk",5.2731724,0.39036569,0.26266115,0.21150363,0.03557378,0.0066875618,6.179964211800001
1279,39215,39215,lait et produits laitiers,produits laitiers frais et assimilés,"Ile flottante, rayon frais","Floating island (meringue poached in milk and served in a light custard cream), refrigerated",1.2052099,0.18164948,0.18574567,0.21162055,0.037393191,0.0066875618,1.8283063527999999
1280,19026,19026,lait et produits laitiers,laits,"Lait concentré non sucré, entier","Condensed milk, without sugar, whole",2.1530018,0.047654701,0.17544786,0.14782738,0.014511681,0,2.5384434220000003
1281,19027,19027,lait et produits laitiers,laits,"Lait concentré sucré, entier","Condensed milk, with sugar, whole",2.1530018,0.047654701,0.17544786,0.14782738,0.014511681,0,2.5384434220000003
1282,19250,19250,lait et produits laitiers,laits,"Lait de brebis, entier","Sheep milk, whole",1.7206428,0,0.14828708,0.20515424,0.015731601,0,2.0898157210000003
1283,19201,19201,lait et produits laitiers,laits,"Lait de chèvre, demi-écrémé, UHT","Goat milk, half skimmed, UHT pasteurized",1.1250935,0,0.14828708,0.1936192,0.014378866,0,1.481378646
1284,19202,19202,lait et produits laitiers,laits,"Lait de chèvre, entier, cru","Goat milk, whole, raw",1.1250935,0,0.14828708,0.1936192,0.014378866,0,1.481378646
1285,19200,19200,lait et produits laitiers,laits,"Lait de chèvre, entier, UHT","Goat milk, whole, UHT",1.1250935,0,0.14828708,0.1936192,0.014378866,0,1.481378646
1286,19060,19060,lait et produits laitiers,laits,"Lait demi-écrémé, à teneur réduite en lactose","Milk, semi-skimmed, reduced lactose",0.94193829,0.011248836,0.14828708,0.20179648,0.015731601,0,1.319002287
1287,19042,19042,lait et produits laitiers,laits,"Lait demi-écrémé, pasteurisé","Milk, semi-skimmed, pasteurised",0.94193829,0.011248836,0.14828708,0.20179648,0.015731601,0,1.319002287
1288,19041,19041,lait et produits laitiers,laits,"Lait demi-écrémé, UHT","Milk, semi-skimmed, UHT",0.94193829,0.011248836,0.14828708,0.20179648,0.015731601,0,1.319002287
1289,19037,19037,lait et produits laitiers,laits,"Lait demi-écrémé, UHT, enrichi en vitamines","Milk, semi-skimmed, vitamin D fortified, UHT",0.94193829,0.011248836,0.14828708,0.20179648,0.015731601,0,1.319002287
1290,19051,19051,lait et produits laitiers,laits,"Lait écrémé, pasteurisé","Milk, skimmed, pasteurised",0.81858923,0.011248836,0.14828708,0.19948801,0.015731601,0,1.193344757
1291,19050,19050,lait et produits laitiers,laits,"Lait écrémé, UHT","Milk, skimmed, UHT",0.81858923,0.011248836,0.14828708,0.19948801,0.015731601,0,1.193344757
1292,19678,19678,lait et produits laitiers,produits laitiers frais et assimilés,"Lait emprésuré aromatisé, rayon frais","Renneted milk, flavoured, refrigerated",1.1213551,0.011248836,0.17703201,0.20515424,0.03557378,0.0066875618,1.5570515278
1293,19044,19044,lait et produits laitiers,laits,"Lait en poudre, demi-écrémé","Milk, powder, semi-skimmed, non rehydrated",14.597797,0,0.099604114,0.1075342,0.015515765,0,14.820451079
1294,19054,19054,lait et produits laitiers,laits,"Lait en poudre, écrémé","Milk, powder, skimmed, non rehydrated",14.597797,0,0.099604114,0.1075342,0.015515765,0,14.820451079
1295,19021,19021,lait et produits laitiers,laits,"Lait en poudre, entier","Milk, powder, whole, non rehydrated",14.597797,0,0.099604114,0.1075342,0.015515765,0,14.820451079
